Data generated by the ASTRA High Altitude Balloon Flight Planner - University of Southampton,,,,,
Simulation #,Time from launch [s],Latitude,Longitude,Altitude [m],Remarks
1.0,4656.0,29.254687973432528,-80.6993568658357,8823.149914817866,
1.0,4659.0,29.2545796757871,-80.69905170246142,8797.540908315226,
1.0,4662.0,29.254470970318177,-80.698747036888,8771.968764355914,
1.0,4665.0,29.25436185917638,-80.69844287304771,8746.433195711503,
1.0,4668.0,29.25425234453005,-80.69813921487322,8720.933915153562,
1.0,4671.0,29.25414242856592,-80.69783606629727,8695.470635453665,
1.0,4674.0,29.254032113488474,-80.69753343125284,8670.04306938338,
1.0,4677.0,29.253921401520483,-80.69723131367299,8644.65092971428,
1.0,4680.0,29.253810294903037,-80.69692971749075,8619.293929217936,
1.0,4683.0,29.253698795895048,-80.6966286466393,8593.97178066592,
1.0,4686.0,29.25358690677398,-80.69632810505165,8568.6841968298,
1.0,4689.0,29.25347462983515,-80.69602809666078,8543.43089048115,
1.0,4692.0,29.253361967506745,-80.69572862523397,8518.219952571842,
1.0,4695.0,29.25324892221555,-80.69542969456204,8493.049714413635,
1.0,4698.0,29.253135496339567,-80.6951313085302,8467.915040008162,
1.0,4701.0,29.253021692276356,-80.6948334710206,8442.815742497502,
1.0,4704.0,29.25290751244305,-80.69453618591207,8417.751635023735,
1.0,4707.0,29.25279295927578,-80.69423945708019,8392.722530728943,
1.0,4710.0,29.25267803523044,-80.69394328839688,8367.728242755205,
1.0,4713.0,29.25256274278191,-80.69364768373062,8342.7685842446,
1.0,4716.0,29.252447170925457,-80.6933526540393,8317.84336833921,
1.0,4719.0,29.25233713309411,-80.69305874440265,8292.952408181114,
1.0,4722.0,29.252232578102838,-80.69276606245408,8268.095516912392,
1.0,4725.0,29.252133452186232,-80.69247473350705,8243.272507675123,
1.0,4728.0,29.252039699003813,-80.69218488171107,8218.48319361139,
1.0,4731.0,29.25195125964857,-80.6918966299738,8193.72738786327,
1.0,4734.0,29.25186807265871,-80.69161009988217,8169.0049035728425,
1.0,4737.0,29.251790074029994,-80.69132541162364,8144.31555388219,
1.0,4740.0,29.251717197231326,-80.69104268390657,8119.659151933392,
1.0,4743.0,29.251649373221845,-80.69076203388067,8095.035510868529,
1.0,4746.0,29.251586530469694,-80.69048357705721,8070.44444382968,
1.0,4749.0,29.25152859497393,-80.69020742722883,8045.885763958924,
1.0,4752.0,29.25147548904477,-80.6899336957522,8021.365633987076,
1.0,4755.0,29.25142713338649,-80.68966249243351,7996.879945425351,
1.0,4758.0,29.25138344656813,-80.68939392522041,7972.427287029079,
1.0,4761.0,29.25134434480012,-80.68912810000135,7948.007527633204,
1.0,4764.0,29.25130974196825,-80.6888651205265,7923.620536072672,
1.0,4767.0,29.2512795496695,-80.68860508832853,7899.266181182429,
1.0,4770.0,29.251253677249785,-80.6883481026441,7874.944331797421,
1.0,4773.0,29.251232031844722,-80.68809426033542,7850.654856752593,
1.0,4776.0,29.2512494845353,-80.68786710012688,7826.39762488289,
1.0,4779.0,29.251268933749774,-80.68763771411486,7802.172505023259,
1.0,4782.0,29.25129041685488,-80.68740624221094,7777.979366008644,
1.0,4785.0,29.251313971143233,-80.68717270410701,7753.818076673992,
1.0,4788.0,29.251339633837706,-80.68693712015454,7729.688505854248,
1.0,4791.0,29.251367442082785,-80.68669951136681,7705.590522384357,
1.0,4794.0,29.25139743293563,-80.68645989942144,7681.523995099265,
1.0,4797.0,29.25142964335758,-80.68621830666207,7657.4887928339185,
1.0,4800.0,29.251464110204957,-80.68597475610055,7633.484784423262,
1.0,4803.0,29.25150087022035,-80.6857292714185,7609.51183870224,
1.0,4806.0,29.251539960023567,-80.68548187696888,7585.5698245058,
1.0,4809.0,29.251581428140945,-80.68523258835747,7561.53789792359,
1.0,4812.0,29.251625296780606,-80.684981442534,7537.680037907296,
1.0,4815.0,29.251671602165615,-80.68472846580151,7513.8517251758085,
1.0,4818.0,29.251720380350726,-80.68447368510355,7490.052959729129,
1.0,4821.0,29.251771667212182,-80.6842171280712,7466.2837415672575,
1.0,4824.0,29.251825498437217,-80.68395882302325,7442.544070690193,
1.0,4827.0,29.251881909513926,-80.68369879896606,7418.833947097936,
1.0,4830.0,29.251940935720892,-80.68343708559343,7395.153370790486,
1.0,4833.0,29.252002612116588,-80.68317371328602,7371.502341767845,
1.0,4836.0,29.252066973536344,-80.68290871310644,7347.88086003001,
1.0,4839.0,29.252134054595025,-80.68264211679121,7324.288925576983,
1.0,4842.0,29.25220388967936,-80.6823739567496,7300.726538408764,
1.0,4845.0,29.252276512938796,-80.68210426606319,7277.193698525352,
1.0,4848.0,29.25235195827606,-80.68183307848544,7253.690405926748,
1.0,4851.0,29.252430259338233,-80.68156042844086,7230.216660612951,
1.0,4854.0,29.252511449507217,-80.68128635102424,7206.772462583962,
1.0,4857.0,29.252595561890672,-80.68101088199953,7183.35781183978,
1.0,4860.0,29.25268262931271,-80.68073405779874,7159.9727083804055,
1.0,4863.0,29.252772684304407,-80.6804559155206,7136.6171522058385,
1.0,4866.0,29.25286575909468,-80.68017649292902,7113.29114331608,
1.0,4869.0,29.252961886894546,-80.67989582794256,7089.9848718614485,
1.0,4872.0,29.253061103550458,-80.67961395808929,7066.676514896015,
1.0,4875.0,29.25316344068139,-80.67933092316194,7043.396026522386,
1.0,4878.0,29.253268929572904,-80.67904676363655,7020.143406740563,
1.0,4881.0,29.253377601167763,-80.6787615206576,6996.918655550545,
1.0,4884.0,29.253489486056374,-80.67847523603581,6973.721772952332,
1.0,4887.0,29.253604614467083,-80.67818795224592,6950.552758945923,
1.0,4890.0,29.253721236847316,-80.67790076255041,6927.411613531321,
1.0,4893.0,29.25383835695612,-80.67761427219405,6904.2983367085235,
1.0,4896.0,29.253955972451816,-80.6773284864164,6881.212928477531,
1.0,4899.0,29.254074080986488,-80.67704340709945,6858.155388838343,
1.0,4902.0,29.25419268020609,-80.67675903609847,6835.125717790961,
1.0,4905.0,29.25431176775072,-80.67647537524176,6812.1239153353845,
1.0,4908.0,29.254431341254755,-80.6761924263305,6789.149981471613,
1.0,4911.0,29.25455139834683,-80.67591019113844,6766.203916199646,
1.0,4914.0,29.254671936650166,-80.67562867141177,6743.285719519485,
1.0,4917.0,29.25479295378252,-80.67534786886884,6720.395391431129,
1.0,4920.0,29.25491444735646,-80.67506778519999,6697.532931934577,
1.0,4923.0,29.255036414979497,-80.67478842206731,6674.698341029832,
1.0,4926.0,29.255158854254113,-80.67450978110442,6651.891618716891,
1.0,4929.0,29.25528176277802,-80.67423186391626,6629.112764995755,
1.0,4932.0,29.255405138144308,-80.67395467207896,6606.3617798664245,
1.0,4935.0,29.255528977941477,-80.67367820713946,6583.638663328899,
1.0,4938.0,29.255653279753737,-80.67340247061546,6560.943415383179,
1.0,4941.0,29.25577804116102,-80.6731274639951,6538.276036029264,
1.0,4944.0,29.255903261968317,-80.67285472687858,6515.636525267155,
1.0,4947.0,29.256028910745908,-80.67258607344752,6493.02488309685,
1.0,4950.0,29.25615494164469,-80.67232149910285,6470.4411095183505,
1.0,4953.0,29.256281308784313,-80.67206099865255,6447.885204531656,
1.0,4956.0,29.256407966260195,-80.67180456626059,6425.3571681367675,
1.0,4959.0,29.25653486815084,-80.67155219544514,6402.857000333684,
1.0,4962.0,29.256661968525112,-80.67130387907682,6380.384701122404,
1.0,4965.0,29.25678922144943,-80.67105960937685,6357.940270502931,
1.0,4968.0,29.256916580995263,-80.67081937791566,6335.5237084752625,
1.0,4971.0,29.257044001246527,-80.67058317561148,6313.135015039399,
1.0,4974.0,29.25717143630696,-80.67035099272886,6290.77419019534,
1.0,4977.0,29.25729884030778,-80.67012281887766,6268.441233943088,
1.0,4980.0,29.257426167415076,-80.66989864301186,6246.13614628264,
1.0,4983.0,29.25755337183755,-80.66967845342873,6223.858927213997,
1.0,4986.0,29.2576804078341,-80.669462237768,6201.60957673716,
1.0,4989.0,29.25780722972146,-80.66924998301107,6179.388094852127,
1.0,4992.0,29.257933791881968,-80.66904167548064,6157.1944815589,
1.0,4995.0,29.258060048771306,-80.6688373008402,6135.028736857478,
1.0,4998.0,29.258187588528035,-80.66863708009647,6112.890860747862,
1.0,5001.0,29.25831724009177,-80.66844115946607,6090.78085323005,
1.0,5004.0,29.25844891138917,-80.6682495615308,6068.698714304043,
1.0,5007.0,29.25858251009359,-80.66806230962663,6046.6444439698425,
1.0,5010.0,29.25871794367209,-80.66787942466696,6024.6180422274465,
1.0,5013.0,29.258855119613532,-80.66770092560895,6002.617157477225,
1.0,5016.0,29.25899394550107,-80.66752682963485,5980.638557376602,
1.0,5019.0,29.259134328530994,-80.66735715075794,5958.685927924567,
1.0,5022.0,29.259276175859227,-80.66719190055697,5936.759269121123,
1.0,5025.0,29.259419394649115,-80.66703108817315,5914.858580966267,
1.0,5028.0,29.25956389211936,-80.6668747203092,5892.983863460002,
1.0,5031.0,29.25970957559209,-80.66672280122978,5871.135116602326,
1.0,5034.0,29.25985635263845,-80.66657533318127,5849.310296417661,
1.0,5037.0,29.26000413098259,-80.66643231587715,5827.509888498731,
1.0,5040.0,29.260152818547297,-80.66629374644427,5805.734655304716,
1.0,5043.0,29.260302323541953,-80.66615961958331,5783.984596835618,
1.0,5046.0,29.260452554510984,-80.66602992757426,5762.259713091435,
1.0,5049.0,29.260603431609137,-80.66590424253346,5740.560004072167,
1.0,5052.0,29.260754985657275,-80.66578033507501,5718.325601969777,
1.0,5055.0,29.26090718027479,-80.66565815361263,5696.834519838966,
1.0,5058.0,29.261060001503346,-80.66553770625853,5675.343437708156,
1.0,5061.0,29.261213435271262,-80.66541900091063,5653.8523555773445,
1.0,5064.0,29.261367467394262,-80.6653020453287,5632.361273446533,
1.0,5067.0,29.26152208357623,-80.66518684713253,5610.870191315722,
1.0,5070.0,29.261677269410008,-80.66507341379995,5589.379109184912,
1.0,5073.0,29.261833007147487,-80.66496174199979,5568.016625412619,
1.0,5076.0,29.261989277376674,-80.66485182198085,5546.856797178479,
1.0,5079.0,29.26214606580663,-80.6647436605986,5525.696968944339,
1.0,5082.0,29.26230335804338,-80.66463726454724,5504.5371407101975,
1.0,5085.0,29.262461139590716,-80.66453264037591,5483.377312476057,
1.0,5088.0,29.262619395851054,-80.66442979448695,5462.217484241917,
1.0,5091.0,29.262778112126295,-80.66432873313404,5441.057656007776,
1.0,5094.0,29.262937273618704,-80.66422946242035,5419.897827773636,
1.0,5097.0,29.26309686543179,-80.66413198829665,5398.737999539496,
1.0,5100.0,29.263256872571255,-80.66403631655952,5377.578171305356,
1.0,5103.0,29.263417189060846,-80.66394139657662,5356.418343071215,
1.0,5106.0,29.263577804120295,-80.66384714182884,5335.2585148370745,
1.0,5109.0,29.26373871520084,-80.6637535555942,5314.098686602934,
1.0,5112.0,29.263899890738852,-80.66366057331084,5295.061748303887,
1.0,5115.0,29.264061357131922,-80.66356826535456,5273.915771219776,
1.0,5118.0,29.26422311142785,-80.66347663405521,5252.7937587893975,
1.0,5121.0,29.264385150652878,-80.66338568181973,5231.695711012751,
1.0,5124.0,29.264547471811863,-80.6632954110292,5210.621627889838,
1.0,5127.0,29.26471007188842,-80.66320582403837,5189.571509420657,
1.0,5130.0,29.264872947845138,-80.66311692317544,5168.54535560521,
1.0,5133.0,29.26503609662372,-80.66302871074147,5147.543166443495,
1.0,5136.0,29.26519951514519,-80.66294118901001,5126.564941935511,
1.0,5139.0,29.26536320031009,-80.66285436022679,5105.610682081262,
1.0,5142.0,29.26552714899865,-80.66276822660917,5084.680386880745,
1.0,5145.0,29.26569135807103,-80.66268279034588,5063.77405633396,
1.0,5148.0,29.2658558243675,-80.66259805359647,5042.891690440908,
1.0,5151.0,29.266020526519686,-80.66251400885355,5022.033289201589,
1.0,5154.0,29.266184510615247,-80.66243015412921,5001.186167351118,
1.0,5157.0,29.26634777484372,-80.66234649428935,4980.357786540895,
1.0,5160.0,29.266510317537012,-80.66226303084045,4959.551802076798,
1.0,5163.0,29.26667213704454,-80.66217976529906,4938.768213958824,
1.0,5166.0,29.266833231733422,-80.66209669919223,4918.007022186975,
1.0,5169.0,29.266993599988727,-80.66201383405745,4897.26822676125,
1.0,5172.0,29.26715324021363,-80.66193117144236,4876.55182768165,
1.0,5175.0,29.26731215082964,-80.66184871290473,4855.857824948173,
1.0,5178.0,29.26747033027681,-80.66176646001236,4835.186218560822,
1.0,5181.0,29.26762777701392,-80.6616844143428,4814.537008519595,
1.0,5184.0,29.2677844895187,-80.66160257748342,4793.910194824492,
1.0,5187.0,29.267940466288017,-80.66152095103114,4773.305777475513,
1.0,5190.0,29.268095705838082,-80.6614395365922,4752.723756472658,
1.0,5193.0,29.268250206704664,-80.66135833578228,4732.164131815929,
1.0,5196.0,29.26840396744327,-80.66127735022613,4711.626903505323,
1.0,5199.0,29.268556986629356,-80.6611965815574,4691.1120715408415,
1.0,5202.0,29.26870818268938,-80.66111632255961,4670.619635922485,
1.0,5205.0,29.2688566449422,-80.66103683951303,4650.1495966502525,
1.0,5208.0,29.269002376537312,-80.66095815654377,4629.701953724144,
1.0,5211.0,29.269145380735733,-80.66088029456125,4609.27670714416,
1.0,5214.0,29.269285660049736,-80.66080327473858,4588.867380709786,
1.0,5217.0,29.269423216842732,-80.66072711835155,4568.47200974596,
1.0,5220.0,29.26955805453299,-80.66065184639189,4548.097693212989,
1.0,5223.0,29.269690176650602,-80.66057747984635,4527.744431110871,
1.0,5226.0,29.26981958683753,-80.66050403969874,4507.412223439608,
1.0,5229.0,29.269946288847617,-80.66043154692875,4487.101070199199,
1.0,5232.0,29.270070286546613,-80.6603600225109,4466.810971389645,
1.0,5235.0,29.270191583912197,-80.66028948741322,4446.541927010943,
1.0,5238.0,29.270310185033967,-80.66021996259616,4426.293937063097,
1.0,5241.0,29.270426094113446,-80.66015146901145,4406.067001546105,
1.0,5244.0,29.270539315464067,-80.66008402760085,4385.861120459966,
1.0,5247.0,29.270649853511163,-80.66001765929512,4365.676293804681,
1.0,5250.0,29.270757763263372,-80.65995290255252,4345.512521580252,
1.0,5253.0,29.270863126767843,-80.65989075503082,4325.369803786676,
1.0,5256.0,29.27096591616351,-80.65983117493367,4305.248140423954,
1.0,5259.0,29.271066103877203,-80.6597741203641,4285.147531492086,
1.0,5262.0,29.271163662630766,-80.65971954893695,4265.067976991073,
1.0,5265.0,29.27125856544813,-80.65966741778028,4245.009476920914,
1.0,5268.0,29.271350785662403,-80.65961768353704,4224.972031281608,
1.0,5271.0,29.27144029692299,-80.65957030236675,4204.955640073157,
1.0,5274.0,29.271527072925583,-80.65952523017636,4184.958282185651,
1.0,5277.0,29.27161108641856,-80.65948242339991,4164.9707982305035,
1.0,5280.0,29.271692311834283,-80.65944183683851,4145.003147835971,
1.0,5283.0,29.271770723945302,-80.6594034248032,4125.055331002051,
1.0,5286.0,29.271846297871633,-80.65936714112165,4105.127347728747,
1.0,5289.0,29.271919009088034,-80.65933293913997,4085.219198016057,
1.0,5292.0,29.271988833431315,-80.65930077172465,4065.330881863981,
1.0,5295.0,29.27205574710766,-80.65927059126474,4045.46239927252,
1.0,5298.0,29.27212052840881,-80.65924251072268,4025.6137502416727,
1.0,5301.0,29.272184372251026,-80.65921672065905,4005.78493477144,
1.0,5304.0,29.27224722213078,-80.65919315563161,3985.9759528618215,
1.0,5307.0,29.27230902341233,-80.65917175276208,3966.1868045128176,
1.0,5310.0,29.272369723376897,-80.65915244736233,3946.417489724428,
1.0,5313.0,29.27242927127053,-80.65913517299636,3926.6680084966524,
1.0,5316.0,29.272487618350645,-80.65911986154403,3906.938360829491,
1.0,5319.0,29.272544717931318,-80.65910644326645,3887.2285467229444,
1.0,5322.0,29.272600525427187,-80.65909484687273,3867.538566177012,
1.0,5325.0,29.272654998395986,-80.65908499958866,3847.868419191694,
1.0,5328.0,29.27270809657968,-80.65907682722651,3828.2181057669904,
1.0,5331.0,29.272759781944124,-80.65907025425666,3808.587625902901,
1.0,5334.0,29.27281001871723,-80.65906520388084,3788.9769795994257,
1.0,5337.0,29.27285877202674,-80.65906159940567,3769.367869458519,
1.0,5340.0,29.272906010377483,-80.65905936183304,3749.7747975215666,
1.0,5343.0,29.272951704865555,-80.65905841088546,3730.2007122129116,
1.0,5346.0,29.272996536350885,-80.65905909660599,3710.645613532555,
1.0,5349.0,29.2730407688191,-80.65906155938092,3691.1095014804964,
1.0,5352.0,29.273084349115106,-80.65906575338018,3671.592376056736,
1.0,5355.0,29.273127226057063,-80.65907163174919,3652.0942372612735,
1.0,5358.0,29.27316935050746,-80.65907914558163,3632.6150850941094,
1.0,5361.0,29.273210675440207,-80.65908824402487,3613.1549195552434,
1.0,5364.0,29.27325115600375,-80.65909887438877,3593.7137406446755,
1.0,5367.0,29.27329074957995,-80.65911098225725,3574.2915483624056,
1.0,5370.0,29.273329415838774,-80.65912451160264,3554.8883427084334,
1.0,5373.0,29.273367116788517,-80.65913940490286,3535.5041236827597,
1.0,5376.0,29.27340381682163,-80.6591556032604,3516.138891285384,
1.0,5379.0,29.27343948275594,-80.65917304652379,3496.7926455163065,
1.0,5382.0,29.273474083871225,-80.65919167341086,3477.465386375527,
1.0,5385.0,29.273507591941126,-80.65921142163342,3458.1571138630457,
1.0,5388.0,29.273539981260246,-80.65923222802368,3438.8678279788624,
1.0,5391.0,29.27357138905646,-80.65925451968786,3419.597528722977,
1.0,5394.0,29.27360220175106,-80.65927991756325,3400.3462160953904,
1.0,5397.0,29.273632191710405,-80.65930842986025,3381.1138900961014,
1.0,5400.0,29.2736611275437,-80.65934004557472,3361.9005507251104,
1.0,5403.0,29.27368877562273,-80.65937473179595,3342.7061979824175,
1.0,5406.0,29.27371490164798,-80.65941243330933,3323.5308318680227,
1.0,5409.0,29.273739272251355,-80.65945307234406,3304.3744523819264,
1.0,5412.0,29.27376165662497,-80.65949654847044,3285.2370595241277,
1.0,5415.0,29.273781828165394,-80.65954273864949,3266.118653294627,
1.0,5418.0,29.27379956612213,-80.65959149743735,3247.019233693425,
1.0,5421.0,29.273814657239186,-80.65964265734519,3227.9388007205207,
1.0,5424.0,29.273826897378182,-80.65969602935479,3208.877354375915,
1.0,5427.0,29.273836093111754,-80.65975140358829,3189.8348946596066,
1.0,5430.0,29.273842063275673,-80.6598085501298,3170.811421571597,
1.0,5433.0,29.273844640468617,-80.6598672199952,3151.8069351118847,
1.0,5436.0,29.2738436724888,-80.65992714624565,3132.821435280471,
1.0,5439.0,29.273841880255556,-80.6599888953393,3113.8549220773557,
1.0,5442.0,29.273839243973686,-80.66005245181312,3094.907395502538,
1.0,5445.0,29.27383571694144,-80.66011780188396,3075.9788555560185,
1.0,5448.0,29.273831252489934,-80.66018493066795,3057.0693022377973,
1.0,5451.0,29.273825804003025,-80.66025382207879,3038.178735547874,
1.0,5454.0,29.273819324937136,-80.6603244588213,3019.307155486249,
1.0,5457.0,29.273811768841515,-80.66039682238544,3000.454562052922,
1.0,5460.0,29.27380308937888,-80.66047089304071,2981.620955247893,
1.0,5463.0,29.27379324034607,-80.66054664983072,2962.8063350711623,
1.0,5466.0,29.27378217569512,-80.66062407056837,2944.0107015227295,
1.0,5469.0,29.273769849554746,-80.66070313183134,2925.234054602595,
1.0,5472.0,29.27375621625175,-80.66078380895786,2906.476394310758,
1.0,5475.0,29.273741230333112,-80.6608660760431,2887.7377206472197,
1.0,5478.0,29.273724846587967,-80.66094990593588,2869.0180336119793,
1.0,5481.0,29.273707020070045,-80.66103527023571,2850.317333205037,
1.0,5484.0,29.27368866727267,-80.66112219588472,2831.6365858122276,
1.0,5487.0,29.27366981413425,-80.6612106806341,2812.9763480641404,
1.0,5490.0,29.27365045362644,-80.66130072398333,2794.3352454218816,
1.0,5493.0,29.273630578657446,-80.66139232551681,2775.713277885451,
1.0,5496.0,29.27361018207113,-80.66148548478733,2757.11044545485,
1.0,5499.0,29.273589256646275,-80.6615802013153,2738.526748130077,
1.0,5502.0,29.27356779509554,-80.66167647458796,2719.9621859111335,
1.0,5505.0,29.27354579006457,-80.66177430405848,2701.4167587980182,
1.0,5508.0,29.27352323413121,-80.66187368914534,2682.8904667907314,
1.0,5511.0,29.27350011980441,-80.66197462923125,2664.3833098892733,
1.0,5514.0,29.27347643952348,-80.66207712366254,2645.8952880936445,
1.0,5517.0,29.273452185657042,-80.66218117174809,2627.426401403844,
1.0,5520.0,29.273427350502082,-80.66228677275843,2608.976649819872,
1.0,5523.0,29.27340192628313,-80.66239392592504,2590.546033341729,
1.0,5526.0,29.273376018661697,-80.66250260100976,2572.1345519694146,
1.0,5529.0,29.27335023523502,-80.66261264172381,2553.742205702929,
1.0,5532.0,29.273324584979548,-80.66272404843743,2535.368994542272,
1.0,5535.0,29.27329907687409,-80.66283682354499,2517.0149184874435,
1.0,5538.0,29.273273719899088,-80.66295096936499,2498.679977538444,
1.0,5541.0,29.273248523035473,-80.66306648813963,2480.364171695273,
1.0,5544.0,29.273223495263675,-80.66318338203486,2462.067500957931,
1.0,5547.0,29.273198645562687,-80.66330165314022,2443.7899653264176,
1.0,5550.0,29.27317398290892,-80.66342130346874,2425.5315648007327,
1.0,5553.0,29.2731495162753,-80.66354233495686,2407.2922993808766,
1.0,5556.0,29.273125254630145,-80.66366474946433,2389.0721690668493,
1.0,5559.0,29.27310120693611,-80.66378854877414,2370.8711738586503,
1.0,5562.0,29.273077382149257,-80.66391373459254,2352.6893137562806,
1.0,5565.0,29.273053789217894,-80.66404030854902,2334.5265887597393,
1.0,5568.0,29.273030437081555,-80.66416827219614,2316.382998869027,
1.0,5571.0,29.27300779987448,-80.66429799148408,2298.2585440841426,
1.0,5574.0,29.27298625770643,-80.66442973008529,2280.1532244050877,
1.0,5577.0,29.27296584963742,-80.66456347685646,2262.067039831861,
1.0,5580.0,29.272946614010138,-80.6646992199251,2244.0111255824204,
1.0,5583.0,29.272928589444717,-80.66483694730138,2225.9803574086577,
1.0,5586.0,29.272911814873638,-80.6649766468515,2207.9697303262415,
1.0,5589.0,29.272896329223244,-80.66511830574328,2189.9792443351716,
1.0,5592.0,29.272882171411094,-80.66526191044545,2172.0088994354487,
1.0,5595.0,29.272869380343256,-80.6654074467257,2154.058695627072,
1.0,5598.0,29.272857994911753,-80.66555489964821,2136.1286329100426,
1.0,5601.0,29.272848053992213,-80.66570425357153,2118.2187112843594,
1.0,5604.0,29.27283959644148,-80.66585549214571,2100.328930750023,
1.0,5607.0,29.272832661095393,-80.66600859830938,2082.459291307033,
1.0,5610.0,29.272827286766738,-80.66616355428684,2064.60979295539,
1.0,5613.0,29.272823593550157,-80.66632087154393,2046.780435695093,
1.0,5616.0,29.272822008556627,-80.66648271670314,2028.9712195261427,
1.0,5619.0,29.272822657948588,-80.66664905789305,2011.1821444485395,
1.0,5622.0,29.27282566783104,-80.66681986065905,1993.4132104622824,
1.0,5625.0,29.27283116417161,-80.66699508690301,1975.6644175673723,
1.0,5628.0,29.27283927271989,-80.66717469487008,1957.9357657638086,
1.0,5631.0,29.272850118926264,-80.66735863913819,1940.2272550515916,
1.0,5634.0,29.272863827860228,-80.66754687060991,1922.5388854307212,
1.0,5637.0,29.272880524128247,-80.66773933650693,1904.8706569011974,
1.0,5640.0,29.272900331791337,-80.66793598036716,1887.2225694630201,
1.0,5643.0,29.272923374282296,-80.66813674204434,1869.5946231161895,
1.0,5646.0,29.272949774322804,-80.6683415577102,1851.9868178607055,
1.0,5649.0,29.27297965384036,-80.66855035985942,1834.3991536965682,
1.0,5652.0,29.273013133885165,-80.66876307731681,1816.8316306237775,
1.0,5655.0,29.273050038161557,-80.66897944385164,1799.2842486423333,
1.0,5658.0,29.27308724763074,-80.66919737664224,1781.757007752236,
1.0,5661.0,29.27312476567811,-80.66941689096203,1764.249907953485,
1.0,5664.0,29.273162595747888,-80.66963799129982,1746.7629492460808,
1.0,5667.0,29.27320074134311,-80.66986068211847,1729.296131630023,
1.0,5670.0,29.27323920602605,-80.67008496785382,1711.849455105312,
1.0,5673.0,29.27327799341868,-80.67031085291377,1694.4229196719475,
1.0,5676.0,29.273317107320576,-80.67053834228567,1677.009834230096,
1.0,5679.0,29.27335655153868,-80.67076744064211,1659.6133704763315,
1.0,5682.0,29.273396329938823,-80.67099815260819,1642.2337345551873,
1.0,5685.0,29.273436446482318,-80.67123048294475,1624.8691194940325,
1.0,5688.0,29.27347690519448,-80.67146443638144,1607.5195398198748,
1.0,5691.0,29.273517710155716,-80.6717000175684,1590.1855208330282,
1.0,5694.0,29.273558866556712,-80.67193723636241,1572.81039799463,
1.0,5697.0,29.27360004885391,-80.67217582545695,1555.5382132106956,
1.0,5700.0,29.27363960263013,-80.67241444850791,1538.2660284267615,
1.0,5703.0,29.27367752936133,-80.67265309642976,1521.014700541144,
1.0,5706.0,29.273713835084994,-80.67289175461356,1503.8302497881461,
1.0,5709.0,29.273748519525963,-80.67313040836547,1486.6457990351482,
1.0,5712.0,29.2737815825365,-80.67336904298654,1469.46134828215,
1.0,5715.0,29.273813024096686,-80.6736076437523,1452.2768975291522,
1.0,5718.0,29.273842844314924,-80.67384619591478,1435.0924467761542,
1.0,5721.0,29.27387104342831,-80.67408468470391,1417.9079960231563,
1.0,5724.0,29.273897648940512,-80.67432309745786,1401.0056676486263,
1.0,5727.0,29.273922635798172,-80.67456141753367,1383.8378492768948,
1.0,5730.0,29.273946005896086,-80.67479963034499,1366.6832790102924,
1.0,5733.0,29.273967761256664,-80.67503772123439,1349.5419568488196,
1.0,5736.0,29.273987904029607,-80.67527567556603,1332.4138827924764,
1.0,5739.0,29.274006649908355,-80.67551342054462,1315.2990568412627,
1.0,5742.0,29.27402438839648,-80.6757508401096,1298.1949461130998,
1.0,5745.0,29.274041120098452,-80.67598792579619,1281.0969866264663,
1.0,5748.0,29.274056846079286,-80.67622467058945,1264.0117131066158,
1.0,5751.0,29.274071567468155,-80.67646106746861,1246.9391255535475,
1.0,5754.0,29.27408528545856,-80.67669710940896,1229.879223967262,
1.0,5757.0,29.274098001308666,-80.67693278938305,1212.8320083477593,
1.0,5760.0,29.274109716341457,-80.67716810036126,1195.7974786950392,
1.0,5763.0,29.274120431944972,-80.67740303531278,1178.7756350091017,
1.0,5766.0,29.274130149572564,-80.67763758720663,1161.7664772899468,
1.0,5769.0,29.27413887074304,-80.67787174901243,1144.7700055375747,
1.0,5772.0,29.274146597040875,-80.67810551370121,1127.7862197519853,
1.0,5775.0,29.27415333011639,-80.67833887424656,1110.8151199331785,
1.0,5778.0,29.274159071685904,-80.67857182362533,1093.8567060811542,
1.0,5781.0,29.27416397719396,-80.67880446705361,1076.9109781959128,
1.0,5784.0,29.274168105217672,-80.67903684155318,1059.9779362774539,
1.0,5787.0,29.2741714564842,-80.67926894268551,1043.0575803257777,
1.0,5790.0,29.274174031749894,-80.6795007662048,1026.1499103408842,
1.0,5793.0,29.274175831800324,-80.67973230786433,1009.2549263227734,
1.0,5796.0,29.274176857450396,-80.6799635634168,992.3726282714453,
1.0,5799.0,29.274177109544386,-80.68019452861463,975.5030161868998,
1.0,5802.0,29.274176588956003,-80.68042519921016,958.646090069137,
1.0,5805.0,29.274175296588496,-80.68065557095609,941.8018499181568,
1.0,5808.0,29.27417323337466,-80.68088563960575,924.9702957339593,
1.0,5811.0,29.27417040027691,-80.68111540091328,908.1514275165446,
1.0,5814.0,29.274166798287357,-80.68134485063419,891.3452452659124,
1.0,5817.0,29.274162428427818,-80.68157398452537,874.5517489820629,
1.0,5820.0,29.27415728261012,-80.68180281292548,857.770938664996,
1.0,5823.0,29.274151331690103,-80.68203137955355,841.0028143147119,
1.0,5826.0,29.2741445765627,-80.68225968015587,824.2473759312104,
1.0,5829.0,29.27413701815225,-80.68248771038084,807.5046235144915,
1.0,5832.0,29.274128657412444,-80.68271546587876,790.7745570645554,
1.0,5835.0,29.274119495326463,-80.68294294230235,774.0571765814019,
