name,status,shape
McClellan AFB,Inactive,"POLYGON ((-121.39683526037619 38.682116962188275, -121.39685060988947 38.68142914134672, -121.3944740449401 38.68139653159904, -121.3944515178877 38.679131455770246, -121.39412246410083 38.6791269360393, -121.39413207427774 38.67869704906045, -121.39215905501187 38.67861259930846, -121.3921455775877 38.67594629375903, -121.38753970492021 38.67585420350469, -121.38757893345036 38.67410599785669, -121.38520326591798 38.67404454621483, -121.38521629598117 38.67183729396797, -121.38452106013838 38.67185635942455, -121.38459514330155 38.66856056762865, -121.38295077537734 38.66850917183851, -121.38289927136886 38.65942070823421, -121.39349434049461 38.649962933016724, -121.38753469681254 38.6499955914594, -121.3875828860376 38.64784615066354, -121.39551196919915 38.64801253170648, -121.40678363502387 38.63755940429565, -121.40714586718748 38.63770767984704, -121.40598834931632 38.63880996802809, -121.40600520710093 38.63969891217957, -121.41079215677348 38.6397640503608, -121.41088715181814 38.647047057298145, -121.41764742708207 38.64716738151785, -121.41758689590327 38.649918705782326, -121.4201817308054 38.64995378604028, -121.42020064932531 38.650756749738235, -121.42392849066775 38.650807047006964, -121.42390713501852 38.651781477184315, -121.4222990257941 38.65175979382827, -121.422314824465 38.65270605631038, -121.42180314677411 38.65269915319639, -121.42170439138168 38.65719871856415, -121.42236167430201 38.657236255388284, -121.42230437166837 38.65818153219939, -121.42687327866186 38.65824307882864, -121.42695221003264 38.659648880688664, -121.42918188516167 38.65967885090045, -121.42915934283792 38.660710601376145, -121.42872071165438 38.660704707729586, -121.4287363710864 38.65998821500432, -121.4246412688114 38.659990458989604, -121.42455559288949 38.66890508778312, -121.41771761155688 38.66889876767216, -121.41759708459522 38.67437273560732, -121.41536570087048 38.67439985368625, -121.41534367687467 38.673740190018655, -121.41315013827455 38.673710444506916, -121.40999129342633 38.67103007510339, -121.40841931983255 38.67100868933894, -121.40838911038786 38.67072159752708, -121.4059385000046 38.67074555315765, -121.40586316189494 38.672493274890016, -121.40374215147426 38.67249300837999, -121.40388575076568 38.67590646294321, -121.4046169479659 38.675916440461236, -121.40466779710258 38.67692051516105, -121.40386410316397 38.676880879147205, -121.40389966297448 38.67857277628792, -121.40455712915116 38.67861041551576, -121.40453485362706 38.67961348957703, -121.4037670572655 38.67960301256714, -121.40382171525896 38.68043512992666, -121.4045516853605 38.680502429530044, -121.4046025353955 38.68150650160581, -121.40376222882088 38.68146636463111, -121.40374694578293 38.68215418721862, -121.40590353308214 38.6822122778342, -121.40590826630537 38.6902393690044, -121.39533717231623 38.69023810199342, -121.39533554097567 38.68212505809406, -121.39683526037619 38.682116962188275))"
NAVBASE Coronado,Active,"POLYGON ((-117.19646535329203 32.71512504552242, -117.19368231325302 32.71500681726121, -117.19323327329028 32.7148147607193, -117.19174373000527 32.71417765502841, -117.1903032931253 32.71356152881742, -117.19030250260782 32.713560969505345, -117.18989139221131 32.71326983803163, -117.18988638769686 32.71326920615811, -117.18974560911542 32.713251419218686, -117.18976741122738 32.71318495832952, -117.18976818737178 32.71318259106902, -117.1868655905516 32.71112700369373, -117.18814583356193 32.708675268277936, -117.18942600560534 32.706223516886126, -117.18941393584117 32.70621985309071, -117.18508449005799 32.7049055038351, -117.18075517183559 32.70359100520235, -117.18075576292705 32.703589996060366, -117.18130599810657 32.70265264489441, -117.18268673924098 32.70030120225265, -117.18406740851017 32.69794974301152, -117.18406777951436 32.697949115565216, -117.18533496820699 32.6984813108856, -117.18565122279769 32.698614129031945, -117.18680910628316 32.69664295185241, -117.18884757141075 32.697499016978554, -117.19026187540078 32.695147570092765, -117.19167610572899 32.69279610511032, -117.19174042689997 32.69250608449667, -117.19217257494212 32.69055749013964, -117.19257005699747 32.68876513533915, -117.19366407745277 32.686598719398674, -117.19414066874528 32.685755077701714, -117.19588211939887 32.68615492430921, -117.19699154865624 32.68628337339025, -117.19910624931036 32.68647421133809, -117.20145214757255 32.68653836800502, -117.20248355185927 32.68649880434187, -117.20683242999868 32.68672551586243, -117.20881302835059 32.6867420129682, -117.21175372541691 32.686591575430086, -117.21257653999635 32.686465612706634, -117.21352441802964 32.68637786246458, -117.21494805102394 32.686105273884806, -117.21617370341441 32.68589572111763, -117.21749456554694 32.6854555796216, -117.21894779443657 32.684882009354496, -117.22052447879571 32.68427086830289, -117.22096403254906 32.68407722135725, -117.2217197690279 32.68383881564691, -117.223320460863 32.683410735626325, -117.22345002487643 32.683234598478116, -117.22345711707563 32.683137613266275, -117.22345533122483 32.682821888332896, -117.22343790211167 32.68198072874972, -117.22347219889092 32.68183182260162, -117.22349784758892 32.681825013202165, -117.22354099546864 32.68188357054249, -117.2235560934536 32.68192413807636, -117.2235615641937 32.6819782517838, -117.22359583132852 32.683022350333594, -117.223605711 32.683642512409705, -117.22364142621909 32.68392885930064, -117.22364354624315 32.684111526825035, -117.22368849883829 32.684359520344, -117.22402788864082 32.68477838233701, -117.22415374351044 32.684985635495664, -117.22427464417126 32.685210939280466, -117.22436649511246 32.6854159980892, -117.22451213717284 32.685670576321776, -117.22466183153347 32.685812384206486, -117.22493031281907 32.68599908599764, -117.2251609876076 32.6861317276525, -117.22538168840155 32.68627341005531, -117.22539337817834 32.68628241017213, -117.22540806293829 32.686289148162246, -117.22545549398528 32.686327403182304, -117.22547854655213 32.68634765796804, -117.22551295472243 32.68637691361259, -117.22552431122426 32.68638591296299, -117.2255473637911 32.686406169247604, -117.22556542172494 32.68642868840604, -117.22559574076408 32.68647221005639, -117.22708333111164 32.686092303680255, -117.22783291592745 32.68612474241903, -117.22783620016813 32.68612488455826, -117.22863660357784 32.68663919708821, -117.22912271521575 32.68734537701929, -117.2292158992568 32.688022478476014, -117.22971201722865 32.688667567180346, -117.22969752201325 32.68923756431177, -117.22965482508775 32.68921780084716, -117.22869641969767 32.68877417603086, -117.22871131735835 32.688800530723114, -117.22971308263057 32.69057278748682, -117.2296512596744 32.69057326453661, -117.22864184704416 32.690581031148575, -117.2278381036982 32.69058721087029, -117.22783958591842 32.69406527469672, -117.22784106993528 32.69754333379708, -117.22737174242013 32.69888100449211, -117.22737304587561 32.70197543291772, -117.22737435112775 32.705069859117245, -117.22402821832252 32.707552562161446, -117.2206819004644 32.71003517571495, -117.21733539665502 32.712517698265174, -117.21398870869096 32.71500013283432, -117.20916287993292 32.71500096725403, -117.2043370511749 32.71500161574321, -117.20375929161507 32.715124462034154, -117.2001123229027 32.71512480668525, -117.19646535329203 32.71512504552242))"
Travis AFB,Active,"POLYGON ((-121.94200527838049 38.28677230479013, -121.94208499218387 38.284212415681, -121.93596811368265 38.284226526035944, -121.93565870874598 38.28417523134646, -121.93562584927122 38.28422792853922, -121.93310761461164 38.284248600122716, -121.93286402384597 38.2842500816001, -121.93287105226473 38.2831601623092, -121.9327485813488 38.28316022083583, -121.93178429289189 38.28316300896015, -121.93068857012912 38.28316617574468, -121.9307041199667 38.279390451836825, -121.91492207957575 38.27925116164976, -121.91495022738687 38.27801739257247, -121.91499741499044 38.27594914754569, -121.91501454137132 38.2751966730223, -121.91505392530999 38.27347225315385, -121.91503254001634 38.27343732782677, -121.89732190294865 38.28615003274673, -121.89614812018095 38.28613922480192, -121.89435695226798 38.28458696072867, -121.89423975266612 38.28448539355231, -121.89197343525663 38.282521356054716, -121.90721141009745 38.271578756860585, -121.91507036268307 38.265103231453786, -121.91516636473918 38.264957364992675, -121.91524349947933 38.261452228787384, -121.9110104626891 38.26029789926007, -121.91111044787516 38.26003461386484, -121.91525147741739 38.261170937780115, -121.91625451290743 38.261437356459496, -121.92189031931949 38.25734130342506, -121.9239548355903 38.2573436735386, -121.92411172725298 38.2502033622509, -121.93522472814065 38.25027334881001, -121.93526019183145 38.24973340922966, -121.94009966869359 38.24735434196587, -121.94010525621465 38.24665855121282, -121.94240529278666 38.246666009701705, -121.94242022997318 38.24314459645557, -121.95178976708272 38.24314889806412, -121.95179222846657 38.242747933005845, -121.95818430944837 38.23815523997429, -121.95939823702776 38.23735307757893, -121.96084548583255 38.237073938467496, -121.96080074793475 38.2404508194806, -121.96226148404523 38.241689481078346, -121.96225575279371 38.24176733980795, -121.96235624732456 38.241767372262856, -121.96386871561562 38.243093384222924, -121.96469420537794 38.24311033949955, -121.96468935896698 38.24289369307034, -121.96477931266627 38.24289145583098, -121.96479076888107 38.24207550795199, -121.96974951506353 38.24218466958735, -121.96974097747507 38.24338949847332, -121.96977663520195 38.24339156566552, -121.96994720640978 38.24353036655237, -121.96987432788741 38.25414538120152, -121.97448250114032 38.254190519022636, -121.97446828080936 38.2578137649798, -121.9756217733297 38.257825140039195, -121.97541754045155 38.26694012153904, -121.97540855101049 38.26734132764079, -121.97528514584667 38.27217833272417, -121.97145318167794 38.27217923261915, -121.96994734564865 38.272179550685514, -121.9648699688481 38.27208656100607, -121.9628884703843 38.27205021182184, -121.96192027425592 38.271996707448345, -121.96021995656088 38.27185832342857, -121.96004990637589 38.27187464925856, -121.95993862757008 38.27184172677884, -121.95983481196764 38.271799969611045, -121.9597438979693 38.27175710305953, -121.95963339979949 38.271887386069274, -121.95950113455197 38.27181194546966, -121.9589967583677 38.271785939355276, -121.9586494292547 38.27178639565247, -121.95827340525653 38.27178135099416, -121.95826590522225 38.27214418607296, -121.95811515803608 38.27214207526804, -121.95811513557821 38.27219626856047, -121.95385020590041 38.27214173886509, -121.95385067661763 38.2721226083262, -121.95151848035847 38.27213825353321, -121.95149199173568 38.2721412430763, -121.95147862390594 38.272146284888564, -121.95146910625552 38.272153125786, -121.95145988594743 38.27216204786673, -121.95145304527655 38.27217454061163, -121.95144684869771 38.27277854047024, -121.951438771945 38.27381744266554, -121.95145356899435 38.27383815388531, -121.95147505849259 38.27385075635782, -121.95504461758027 38.27389870708845, -121.95505757847322 38.27349296306162, -121.95632021719891 38.27351326956968, -121.95631271896121 38.27405156838735, -121.95916425554064 38.274083425675634, -121.95916472446125 38.27407897004266, -121.95971839749333 38.27408509636164, -121.95972638890612 38.27234391815439, -121.96041995118752 38.27235465833377, -121.9604036871893 38.2759062037546, -121.96038789929817 38.27935260639685, -121.9602851383179 38.27935244702679, -121.9589295536047 38.28298872207148, -121.95828479409771 38.28298770384665, -121.95822662908138 38.282987612178175, -121.95583368604775 38.282983802296464, -121.95586976867777 38.28259570665518, -121.95585549175297 38.28257000761568, -121.95586762619584 38.28158562354578, -121.95586382003395 38.28156087822446, -121.95583907414286 38.28154374575835, -121.95431812126394 38.2815399393266, -121.95302012574697 38.281561354204605, -121.95301631868678 38.28223331374802, -121.95249469754404 38.28223409434825, -121.95128066037016 38.28223701719165, -121.95126033329191 38.283967960098195, -121.9514414345515 38.284027741900864, -121.9513995766525 38.28410769604505, -121.95119059617807 38.28450867473797, -121.95115224440366 38.28682674875694, -121.94200527838049 38.28677230479013))"
Pillar Point AFS,Active,"POLYGON ((-122.49837771288092 37.50426063242336, -122.49684881530168 37.503465055277104, -122.49684786937566 37.503474544189395, -122.49684683900804 37.50348476641543, -122.49684672941356 37.50348574488137, -122.49684537205917 37.50349523236576, -122.49684390151705 37.50350541610595, -122.4968437514984 37.50350636535303, -122.49684198002063 37.5035158407198, -122.49684007110068 37.50352597457186, -122.49683988604772 37.50352689246216, -122.49683770044663 37.503536342170946, -122.49683535584376 37.50354641544521, -122.49683513665484 37.50354730269144, -122.4968325369304 37.503556716052636, -122.49682976023784 37.50356671378353, -122.49682950960788 37.503567568960364, -122.4968264966584 37.50357693385897, -122.49682329146951 37.50358684606947, -122.49682301299174 37.503587669889654, -122.4968195841223 37.503596977773974, -122.49681595403024 37.503606790211236, -122.496815651298 37.503607581962015, -122.4968118074069 37.503616817866565, -122.49680775959821 37.50362652126623, -122.49680743350976 37.503627278809816, -122.49680318268184 37.50363643347014, -122.49679871985153 37.50364601500469, -122.49679837040686 37.503646739053714, -122.49679370994718 37.50365580249289, -122.49678883928172 37.50366525004744, -122.4967884736674 37.50366594060185, -122.49678340806749 37.503674898567056, -122.4967781367534 37.5036842028773, -122.49677775227447 37.5036848577992, -122.49677228602597 37.50369370102614, -122.49676661765652 37.50370285068982, -122.49676622239778 37.50370347211717, -122.49676035639898 37.50371218777828, -122.49675430265232 37.503721171393195, -122.49675389481715 37.50372175861343, -122.49674763535624 37.503730338869644, -122.49674120072386 37.50373914075772, -122.49674078570222 37.50373969733402, -122.4967341372708 37.50374812864524, -122.4967273307359 37.503756743105455, -122.49672691032436 37.50375726547468, -122.49671987561736 37.50376553928926, -122.49671270975634 37.50377395420672, -122.49671228395486 37.50377444379412, -122.49670487105716 37.50378254728455, -122.49669735215822 37.50379075482037, -122.49669692456014 37.50379120948803, -122.49668913796327 37.50379913552802, -122.49668127950116 37.50380712285461, -122.49668085190311 37.503807546878456, -122.49667269609861 37.50381528192784, -122.4966645070565 37.50382304120635, -122.49666408305168 37.50382343316107, -122.49665556432784 37.50383096866827, -122.4966470563838 37.50383848992178, -122.49664663866719 37.50383885052005, -122.49663776421049 37.503846177220765, -122.49662894994091 37.503853449759816, -122.4966285376142 37.50385377971429, -122.49661931461118 37.503860889769584, -122.4966102056942 37.50386790504247, -122.4966098050456 37.50386820577844, -122.49660024068278 37.50387508778616, -122.49659084789816 37.50388183724143, -122.4965904580293 37.503882111609485, -122.49658055769657 37.50388875488007, -122.49657089990892 37.50389522996605, -122.49657052531148 37.503895477253586, -122.4965602943987 37.50390187608603, -122.49655074261227 37.50390784661877, -122.4965500275533 37.50390828988344, -122.49652966903403 37.503920141154346, -122.49652898631443 37.503920532395895, -122.49650807622957 37.50393184561869, -122.49650742854423 37.50393219196364, -122.49648598845334 37.50394295288572, -122.49648538298884 37.50394325290874, -122.4964634335532 37.50395344727751, -122.49646287210615 37.50395370382928, -122.49644043847853 37.50396331311621, -122.49643992374389 37.50396353261044, -122.49641702838224 37.50397254327555, -122.49641656305492 37.503972726424955, -122.496393233807 37.5039811256409, -122.49639281968366 37.50398127315809, -122.4963690834989 37.503989049522815, -122.49636872147784 37.50398916497103, -122.49634460350909 37.50399630423181, -122.4963442980819 37.503996392599596, -122.49631969861615 37.504002914710625, -122.49629467873885 37.5040087990055, -122.49626938757035 37.5040139984499, -122.4962439356034 37.50401849380256, -122.4962183030751 37.50402228720152, -122.49580183602451 37.504078028693925, -122.49577619900464 37.504081104458955, -122.4957504416105 37.50408347613303, -122.4957245979781 37.504085144429055, -122.49569869685352 37.50408610792157, -122.4956727696778 37.50408636304759, -122.49564684879024 37.50408591408285, -122.49562095934375 37.504084757464184, -122.49559513727093 37.50408289390416, -122.49556940862287 37.50408033124183, -122.49554380753557 37.50407706662656, -122.49551835826358 37.50407310433404, -122.49549309763779 37.50406845077804, -122.4954680490144 37.50406311451006, -122.49544324742772 37.50405709624267, -122.49541871533563 37.50405040452732, -122.4953944868741 37.50404304791563, -122.4953705880943 37.50403503638442, -122.49534704684396 37.5040263770598, -122.4953238918692 37.50401708134395, -122.49530115101778 37.504007160638864, -122.49527885034085 37.503996624921314, -122.4952570122963 37.50398548559329, -122.49523566563019 37.503973760470664, -122.49521483639371 37.50396145881752, -122.495194547943 37.50394859844967, -122.49517482453263 37.503935190056445, -122.49515568862046 37.50392125074105, -122.49513716086771 37.50390679974455, -122.49511926552893 37.50389185274482, -122.4951020241637 37.503876424707144, -122.49508545473827 37.50386053629789, -122.49506957701563 37.50384420675814, -122.49505440896208 37.50382745319108, -122.49503996854386 37.50381029626318, -122.49502627821893 37.50379275379022, -122.49501334607211 37.503774850001975, -122.49500119186631 37.50375660271429, -122.49498982727967 37.503738037582124, -122.4949792675835 37.503719170283446, -122.49493731176814 37.5036406288213, -122.49492862865262 37.50362511663934, -122.49491927988545 37.50360985245537, -122.49490927894139 37.50359485194766, -122.49489863480359 37.50358013507056, -122.49488736004845 37.5035657182151, -122.494875471744 37.503551617772345, -122.4948629824666 37.503537853696706, -122.4948499065893 37.50352444024117, -122.49483625758688 37.50351139165897, -122.49482205432395 37.50349872434117, -122.49480731207179 37.50348645396628, -122.49479204879681 37.50347459550008, -122.49477628516023 37.50346316034515, -122.49476003284009 37.50345216631784, -122.49474332058251 37.50344162339546, -122.49472616006568 37.5034315436932, -122.49470857374736 37.50342194003903, -122.49469058498377 37.503412825260725, -122.49467221174129 37.503404207197626, -122.49465347737603 37.50339610010283, -122.49463441243076 37.503388511103104, -122.49451011883309 37.503341144153765, -122.49419948949269 37.50322276655739, -122.49420320312807 37.50321657861132, -122.49421137600054 37.50320296769384, -122.4942292066606 37.50317327010132, -122.49424703642235 37.50314357463493, -122.49425892472684 37.503123777175645, -122.49456955406724 37.50324215492897, -122.49469386832615 37.50328952906763, -122.49471717511618 37.50329880563256, -122.49474006957955 37.50330871716733, -122.49476252027512 37.50331924941871, -122.49478450384673 37.50333038884613, -122.49480599514159 37.503342125472166, -122.49482696631188 37.50335444433092, -122.49484739130651 37.503367327605915, -122.49486725126083 37.50338076603239, -122.49488651832705 37.50339473894321, -122.49490517004728 37.503409233510396, -122.49492318486199 37.50342422764155, -122.49494054390655 37.50343970779606, -122.49495722292642 37.50345565473203, -122.49497320395531 37.503472049207794, -122.49498846812862 37.503488871268814, -122.4950029956834 37.50350610096068, -122.49501677224661 37.50352371975426, -122.49502978164854 37.50354170555722, -122.49504200502462 37.503560036277165, -122.49505342979839 37.50357869195984, -122.49506404339346 37.50359764766226, -122.49510600549701 37.50367620199726, -122.49511464549344 37.503691638628055, -122.49512394305664 37.50370683010546, -122.49513388740682 37.50372175790077, -122.49514446866253 37.50373640704858, -122.49515567155245 37.503750759733, -122.49516748439844 37.50376479671263, -122.49517989462409 37.50377850516016, -122.49519288516143 37.50379186654691, -122.49520644253569 37.5038048659076, -122.49522054878058 37.50381748756414, -122.49523519131972 37.503829716551216, -122.49525034949183 37.50384154146672, -122.49526600622892 37.503852944494746, -122.49528214356467 37.50386391565839, -122.49529874443112 37.503874439279734, -122.4953157872687 37.503884503244, -122.49533325141613 37.50389409828696, -122.49535111800883 37.503903210155954, -122.49536936548719 37.50391183029936, -122.49538797229168 37.50391994731518, -122.4954069159644 37.50392755336437, -122.49542617764071 37.50393463775745, -122.49544573037116 37.50394119408083, -122.49546555439287 37.50394721235757, -122.49548562545127 37.503952685461414, -122.49550591839353 37.50395761054188, -122.49552641166011 37.50396197833476, -122.49554708099647 37.503965785276826, -122.49556790124983 37.50396902637978, -122.49558884906395 37.50397169736772, -122.49560989928598 37.50397379610286, -122.49563102676316 37.50397531902198, -122.4956522063426 37.50397626469991, -122.4956734173631 37.50397663384921, -122.49569462748525 37.50397642433204, -122.49571582053946 37.50397563614834, -122.4957369650846 37.503974270010794, -122.49575803776453 37.50397232876988, -122.49577901612138 37.50396981385084, -122.49619547957867 37.50391407227768, -122.49621649117317 37.503910961586215, -122.49623735454563 37.503907277216136, -122.49625804633989 37.503903020592574, -122.49627854319974 37.50389819812926, -122.49629881817569 37.50389281695255, -122.49631884701327 37.50388688133813, -122.4963386081529 37.50388039841238, -122.49635807644171 37.50387337815213, -122.49637723121852 37.50386582625841, -122.49639604553384 37.50385775342073, -122.4964144996247 37.50384916819063, -122.49643257193162 37.503840080544954, -122.4964502399966 37.503830502598554, -122.49646748405682 37.503820445753455, -122.49648428075598 37.50380992069919, -122.4965006148228 37.50379894097589, -122.49651646110442 37.50378751869818, -122.49653180432946 37.5037756695442, -122.49654662653165 37.503763403490716, -122.49656090884635 37.503750738353595, -122.4965746351039 37.50373768909834, -122.49658778823628 37.50372427140282, -122.49660035297215 37.503710498807216, -122.49661231404018 37.503696389840066, -122.49662365796559 37.50368196089213, -122.49663436947704 37.50366722906659, -122.49664443959135 37.503652212179574, -122.49665385213889 37.50363692733435, -122.4966625963399 37.50362139305956, -122.4966706659061 37.50360562717133, -122.49667804736276 37.50358965033614, -122.4966847317268 37.50357347965752, -122.49669071360827 37.503557134376734, -122.49669598492237 37.50354063516047, -122.49670054027916 37.503524000537475, -122.49670437069554 37.50350725046181, -122.49670747437483 37.50349040631284, -122.49670984862213 37.50347348661934, -122.49671148984417 37.503456510622854, -122.49671239354936 37.50343950112793, -122.4967125624326 37.50342247595089, -122.4967042844573 37.50271945461223, -122.49670493483754 37.50265275644392, -122.49670499143141 37.50265124276229, -122.49670605862995 37.50263070543527, -122.49670840772443 37.502586110952606, -122.49670865296451 37.50258309641451, -122.49671100385561 37.50255819760791, -122.49671464562574 37.502519595105426, -122.49671526187005 37.502515097524565, -122.49671893508125 37.50248832440564, -122.49672373927139 37.5024532872952, -122.49672481185982 37.50244733089927, -122.49672981996756 37.50241954007993, -122.49673563745733 37.502387261638845, -122.49673728856082 37.502379874218946, -122.49674364234482 37.50235147761435, -122.49675032760715 37.502321595104405, -122.49675267849825 37.502312814428976, -122.4967603797552 37.50228404365261, -122.4967677908563 37.50225636038409, -122.49677095651934 37.502246225647035, -122.49678001333403 37.50221723249501, -122.49678801103502 37.50219163230844, -122.49679210196282 37.50218019553165, -122.49680251792856 37.50215108262689, -122.49681096209221 37.50212748428282, -122.49681636635697 37.50211405204471, -122.49682639245384 37.502089135977805, -122.49683468390391 37.50206853150594, -122.49684250733172 37.50205100358967, -122.49685368686545 37.50202594995794, -122.49686071438592 37.502010198698706, -122.49687192086908 37.50198734147904, -122.49688286414589 37.50196501946203, -122.49688796478006 37.50195461529891, -122.49690454318862 37.5019236002085, -122.49691460521812 37.501904769509785, -122.49691731094376 37.501899710313204, -122.49694871424943 37.50184555714744, -122.4969900304643 37.50177704304209, -122.49699941785903 37.50176147916112, -122.49691173689743 37.50089153365797, -122.4961056040328 37.50002471167824, -122.49703362301011 37.49878334897743, -122.496496706253 37.49848699565537, -122.49674117557105 37.498205838029996, -122.4961479272591 37.49720529876974, -122.49559163294298 37.49662319215664, -122.49627205466844 37.49532804621569, -122.49641547878839 37.49533664169101, -122.49752948406379 37.49525065196974, -122.49802748490448 37.495182657093245, -122.49810448669399 37.49516565711717, -122.49822848744087 37.49517565739703, -122.49834948601809 37.49524165878296, -122.498592484794 37.49541466162054, -122.49865148524356 37.49543566349087, -122.49907848773577 37.495419666376655, -122.49952248994641 37.49547566944676, -122.49961949003078 37.49549967115693, -122.49965748966564 37.49552767124175, -122.49966748881305 37.495565671543716, -122.49963648795257 37.49561766971243, -122.49957448802832 37.495682671470576, -122.49957048783034 37.49572067026825, -122.49959448811978 37.49577967010745, -122.49962026078529 37.495788262679895, -122.499729487839 37.49582467205544, -122.50000648874676 37.49595667362172, -122.50051711540875 37.497053062025294, -122.50058518255446 37.49771974111088, -122.50043962583402 37.49822410876789, -122.49999747145795 37.49912267062947, -122.49973446899726 37.499359668833776, -122.49969146933955 37.499378668368564, -122.49959346943025 37.49938566838353, -122.49951246923938 37.49937266682804, -122.49939746871337 37.49937866623053, -122.49924746712891 37.499480663838, -122.49920546639778 37.49953266426947, -122.49916946551446 37.499600663737496, -122.49909746554445 37.49980966266859, -122.4988709230062 37.50030276372894, -122.49883146091409 37.50038865783539, -122.49883146091409 37.50062665618128, -122.49892546062541 37.50104465412894, -122.49896146061042 37.50113165344681, -122.49901946213338 37.50123265377287, -122.49913782056194 37.50136699616006, -122.49897593336797 37.501983297832105, -122.49837771288092 37.50426063242336))"
Amphib Base Coronado East,Active,"POLYGON ((-117.151183779831 32.65312815016182, -117.1512817204515 32.653317640804346, -117.15138673081324 32.653504402186556, -117.15149870222017 32.65368824826736, -117.15334969703275 32.65661220743633, -117.1552008113213 32.65953613601239, -117.15538756927224 32.65982392526343, -117.15558132599753 32.66010838595721, -117.15578199615727 32.66038939712118, -117.15750767329281 32.66275035787123, -117.15923344025987 32.665111292554506, -117.15938060496464 32.665306266217044, -117.15953435701543 32.66549756869396, -117.15969457064801 32.6656850396875, -117.16236729936679 32.66871795930206, -117.1625036699151 32.668868972169804, -117.16264419337502 32.66901723597976, -117.1627887897964 32.66916267134415, -117.1626911007042 32.66924514886425, -117.16266809395148 32.6692645741891, -117.16263712004047 32.66929072441433, -117.16436100234203 32.67080918933, -117.16447142325677 32.670904894090036, -117.16458365248018 32.670999080322964, -117.16460244703255 32.67101456023683, -117.16536024873824 32.67163701146873, -117.16548049722218 32.67173752389904, -117.16559865622474 32.67183979660428, -117.16654824465036 32.67267616756438, -117.16663827470644 32.67275546137892, -117.16835398683051 32.67426655534485, -117.16779196485615 32.67472352276893, -117.1680600436965 32.67495977281887, -117.16820147535313 32.67508441413603, -117.16812028471946 32.67515042853398, -117.16829374940082 32.67569942298423, -117.16635847374994 32.67533521838029, -117.16375328576413 32.677456538841994, -117.16114797470914 32.67957780665853, -117.15854254148327 32.681699018803904, -117.15845118731045 32.68162933385547, -117.15571158530702 32.67953948372123, -117.15297211086433 32.67744957183335, -117.15594476819182 32.67494040317539, -117.15891725933098 32.672431161770035, -117.15665048198407 32.6691681454981, -117.15438386902888 32.66590508568534, -117.15211742226198 32.662641983102425, -117.14985113898847 32.65937883549517, -117.14758502100497 32.656115646659515, -117.14531906920982 32.65285241509745, -117.14522884062605 32.65267368546844, -117.15014761986318 32.65102427461263, -117.151183779831 32.65312815016182))"
